ID	ames	set	wfp1	wfp2	wfp3	wfp4	wfp5	wfp6	wfp7	wfp8	wfp9	wfp10	wfp11	wfp12	wfp13	wfp14	wfp15	wfp16	wfp17	wfp18	wfp19	wfp20	wfp21	wfp22	wfp23	wfp24	wfp25	wfp26	wfp27	wfp28	wfp29	wfp30	wfp31	wfp32	wfp33	wfp34	wfp35	wfp36	wfp37	wfp38	wfp39	wfp40	wfp41	wfp42	wfp43	wfp44	wfp45	wfp46	wfp47	wfp48	wfp49	wfp50	wfp51	wfp52	wfp53	wfp54	wfp55	wfp56	wfp57	wfp58	wfp59	wfp60	wfp61	wfp62	wfp63	wfp64	wfp65	wfp66	wfp67	wfp68	wfp69	wfp70	wfp71	wfp72	wfp73	wfp74	wfp75	wfp76	wfp77	wfp78	wfp79	wfp80	wfp81	wfp82	wfp83	wfp84	wfp85	wfp86	wfp87	wfp88	wfp89	wfp90	wfp91	wfp92	wfp93	wfp94	wfp95	wfp96	wfp97	wfp98	wfp99	wfp100	wfp101	wfp102	wfp103	wfp104	wfp105	wfp106	wfp107	wfp108	wfp109	wfp110	wfp111	wfp112	wfp113	wfp114	wfp115	wfp116	wfp117	wfp118	wfp119	wfp120	wfp121	wfp122	wfp123	wfp124
3170	NA	ts	0	0	0	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	0	1	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0
3171	NA	ts	0	1	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1
3174	NA	ts	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	1
3175	NA	ts	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1
3176	NA	ts	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1
3177	NA	ts	0	0	1	0	0	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	1	1	0	1
3183	NA	ts	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	1	0	0	0	1	0	1	0	1
3184	NA	ts	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1
3187	NA	ts	0	0	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1
3188	NA	ts	0	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
3190	NA	ts	0	1	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1
3193	NA	ts	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	1
3194	NA	ts	0	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	1	0	1
3199	NA	ts	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	0	0	0
3206	NA	ts	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1
3207	NA	ts	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1
3211	NA	ts	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	0	1
3214	NA	ts	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1
3216	NA	ts	0	1	1	1	1	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	1
3217	NA	ts	0	0	1	0	1	0	1	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0
3219	NA	ts	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	1
3220	NA	ts	0	1	0	0	1	0	0	1	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1
3221	NA	ts	0	0	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1
3222	NA	ts	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	0	1
3226	NA	ts	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	1	1	0	1	1	0	0	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1
3227	NA	ts	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	1	0	1
3231	NA	ts	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	1
3232	NA	ts	0	0	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1
3236	NA	ts	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	1	0	1
3239	NA	ts	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	0	0	1
3241	NA	ts	0	0	1	0	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1
3244	NA	ts	0	0	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	0	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	0	0	0	0	1
3253	NA	ts	0	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1
3258	NA	ts	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1
3259	NA	ts	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	1	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	0	1
3268	NA	ts	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	0	1	1	0	1	1	0	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1
3272	NA	ts	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	1	1	1	0	1
3274	NA	ts	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1
3276	NA	ts	0	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1
3282	NA	ts	0	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1
3291	NA	ts	0	1	1	0	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1
3294	NA	ts	0	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	1
3295	NA	ts	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1
3297	NA	ts	0	0	1	0	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1
3298	NA	ts	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	1	0	0	0	1
3299	NA	ts	0	0	1	0	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	1
3300	NA	ts	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0	1	0	0	1
3303	NA	ts	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1
3306	NA	ts	0	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	1
3308	NA	ts	0	0	1	0	1	0	1	1	1	1	1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	0	1
3309	NA	ts	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1
3310	NA	ts	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1
